# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "reference_genomes/stm/stm_genome_temp.gtf" "-o" "feature_counts/stm_1110.txt" "sam/sam_11_09/278-1_stm.sorted.bam" "sam/sam_11_09/278-2_stm.sorted.bam" "sam/sam_11_09/278-3_stm.sorted.bam" "sam/sam_11_09/278-4_stm.sorted.bam" "sam/sam_11_09/278-5_stm.sorted.bam" "sam/sam_11_09/279-1_stm.sorted.bam" "sam/sam_11_09/279-2_stm.sorted.bam" "sam/sam_11_09/279-3_stm.sorted.bam" "sam/sam_11_09/279-4_stm.sorted.bam" "sam/sam_11_09/279-5_stm.sorted.bam" "-t" "transcript" "--extraAttributes" "gene_name" 
Geneid	Chr	Start	End	Strand	Length	gene_name	278-1_stm.sorted.bam	278-2_stm.sorted.bam	278-3_stm.sorted.bam	278-4_stm.sorted.bam	278-5_stm.sorted.bam	279-1_stm.sorted.bam	279-2_stm.sorted.bam	279-3_stm.sorted.bam	279-4_stm.sorted.bam	279-5_stm.sorted.bam
STM1541	Chromosome	1616463	1617254	+	792	NA	16	58	45	41	33	132	141	81	98	53
STM1542	Chromosome	1617313	1618338	-	1026	NA	5	21	29	27	36	37	62	21	58	43
STM1543	Chromosome	1618313	1619599	-	1287	NA	3	3	11	6	21	10	17	8	23	28
STM1544	Chromosome	1619776	1621332	-	1557	pqaA	2	4	0	1	3	14	25	4	3	9
STM1545	Chromosome	1621402	1622643	-	1242	NA	2	6	2	6	4	17	23	10	8	7
STM1546	Chromosome	1622633	1624141	-	1509	NA	2	11	19	6	4	20	27	11	17	7
STM1547	Chromosome	1624186	1624674	+	489	NA	7	10	7	9	0	107	32	11	14	14
STM1548	Chromosome	1624906	1625946	+	1041	NA	4	18	27	8	3	48	19	12	13	15
STM1549	Chromosome	1625998	1626387	-	390	NA	7	8	10	11	3	33	38	22	27	9
STM1550	Chromosome	1626558	1626842	-	285	NA	10	13	20	15	9	65	60	19	27	18
STM1551	Chromosome	1626832	1627080	-	249	NA	13	13	12	15	7	55	54	9	18	14
STM1552	Chromosome	1627912	1628820	+	909	NA	5	19	11	8	8	45	29	18	16	7
STM1554	Chromosome	1630398	1631864	-	1467	NA	13	18	41	19	17	52	58	40	71	13
STM1555	Chromosome	1632123	1633130	+	1008	NA	10	18	33	12	11	38	76	35	39	15
STM1556	Chromosome	1633274	1634725	+	1452	NA	10	23	13	10	7	40	60	24	25	5
STM1557	Chromosome	1634738	1635940	+	1203	NA	7	21	20	12	15	22	52	23	41	11
STM1558	Chromosome	1636053	1638128	-	2076	NA	26	95	91	31	31	120	158	52	63	37
STM1559	Chromosome	1638185	1640713	-	2529	NA	14	43	42	14	14	110	111	35	25	26
STM1560	Chromosome	1640710	1642494	-	1785	NA	6	12	12	10	7	38	45	20	16	6
STM1561	Chromosome	1642623	1643408	-	786	NA	3	2	9	6	3	18	19	14	10	8
STM1562	Chromosome	1643551	1643880	-	330	NA	4	27	213	62	20	169	71	294	197	16
STM1563	Chromosome	1644230	1644661	-	432	osmC	128	162	59	35	53	340	531	77	49	174
STM1564	Chromosome	1645174	1645389	+	216	yddX	2	4	5	1	0	6	5	4	1	2
STM1565	Chromosome	1645484	1645627	+	144	rpsV	300	364	183	191	203	955	1640	363	373	261
STM1566	Chromosome	1645804	1647501	+	1698	sfcA	42	136	190	111	74	219	403	174	311	68
STM1567	Chromosome	1647787	1648797	+	1011	adhP	7	59	50	10	15	148	74	27	28	57
STM1568	Chromosome	1648888	1649544	-	657	fdnI	25	86	166	66	51	184	213	114	208	39
STM1569	Chromosome	1649537	1650421	-	885	fdnH	11	56	263	52	31	151	163	150	271	33
STM1570	Chromosome	1650435	1653482	-	3048	fdnG	55	191	740	166	93	472	479	495	968	121
STM1571	Chromosome	1653817	1654641	+	825	yddG	7	13	18	1	5	42	37	20	17	22
STM1572	Chromosome	1655166	1656254	+	1089	nmpC	3746	9907	20030	8781	4948	19879	28320	15616	34895	3501
STM1573	Chromosome	1656398	1656778	+	381	NA	14	52	84	68	26	47	119	119	167	25
STM1574	Chromosome	1656803	1658290	-	1488	smvA	8	26	39	19	12	36	98	41	41	13
STM1575	Chromosome	1658408	1658986	+	579	NA	7	19	23	17	6	41	76	34	30	17
STM1576	Chromosome	1659201	1660589	+	1389	narU	6	10	6	5	0	25	28	14	18	3
STM1577	Chromosome	1660681	1664421	+	3741	narZ	5	28	21	10	10	40	55	25	38	15
STM1578	Chromosome	1664418	1665962	+	1545	narY	2	10	7	4	3	11	27	7	16	6
STM1579	Chromosome	1665962	1666657	+	696	narW	1	4	1	5	1	11	5	2	5	3
STM1580	Chromosome	1666654	1667334	+	681	narV	3	13	10	8	5	25	27	13	9	8
STM1581	Chromosome	1667440	1668333	+	894	yddE	12	40	31	25	22	51	118	45	66	22
STM1582	Chromosome	1668369	1669214	-	846	nhoA	7	32	29	26	12	43	72	39	60	14
STM1583	Chromosome	1669498	1670130	-	633	NA	37	119	94	29	37	234	204	75	75	65
STM1584	Chromosome	1670643	1672136	+	1494	ansP	6	35	34	27	19	54	53	19	50	24
STM1585	Chromosome	1672213	1672434	-	222	NA	1	4	2	2	4	4	2	12	1	1
STM1586	Chromosome	1672579	1673640	-	1062	NA	24	238	219	94	54	355	196	118	64	155
STM1587	Chromosome	1673904	1676024	+	2121	yncD	15	50	30	21	15	73	102	40	31	15
STM1588	Chromosome	1676091	1676756	-	666	yncC	2	5	8	7	2	69	44	11	11	4
STM1589	Chromosome	1677090	1678160	-	1071	yncB	34	83	77	42	35	181	289	99	85	81
STM1590	Chromosome	1678339	1678854	+	516	yncA	16	45	50	18	17	72	102	36	31	14
STM1591	Chromosome	1678854	1679303	+	450	ydcZ	10	29	17	17	9	30	74	26	26	16
STM1592	Chromosome	1679308	1679541	-	234	ydcY	10	22	12	20	11	44	89	41	27	3
STM1593	Chromosome	1679765	1681084	+	1320	srfA	5	46	87	40	6	51	81	35	76	11
STM1594	Chromosome	1681089	1684070	+	2982	srfB	13	58	172	73	26	110	155	93	150	18
STM1595	Chromosome	1684067	1686211	+	2145	srfC	20	93	181	88	49	111	215	120	183	34
STM1596	Chromosome	1686256	1686519	-	264	ydcX	18	72	57	42	38	95	200	88	81	22
STM1597	Chromosome	1686828	1688273	-	1446	ydcW	59	131	88	47	56	388	468	113	80	100
STM1598	Chromosome	1688388	1689812	-	1425	ydcR	5	29	53	16	14	81	61	32	38	22
STM1599	Chromosome	1689948	1690718	-	771	pdgL	9	18	19	7	3	43	38	15	22	21
STM1600	Chromosome	1690977	1691207	-	231	NA	0	4	8	0	3	28	7	5	5	16
STM1601	Chromosome	1691240	1691638	-	399	ugtL	1	11	8	2	0	33	7	5	4	9
STM1602	Chromosome	1692175	1693125	+	951	sifB	0	4	5	1	2	8	9	5	0	3
STM1603	Chromosome	1693399	1693629	+	231	yncJ	2	5	8	2	1	21	14	5	4	3
STM1604	Chromosome	1693630	1695594	-	1965	ydcP	8	49	71	55	23	56	108	109	112	27
STM1605	Chromosome	1695673	1696209	-	537	ydcN	11	30	34	19	13	57	76	40	32	13
STM1606	Chromosome	1696300	1697478	+	1179	NA	6	24	24	16	14	40	64	30	26	11
STM1607	Chromosome	1697532	1698200	-	669	NA	76	101	176	80	74	398	588	188	333	71
STM1608	Chromosome	1698356	1698952	-	597	tehB	29	76	143	69	33	160	192	88	123	28
STM1609	Chromosome	1698939	1699952	-	1014	tehA	26	55	50	35	18	84	142	72	83	24
STM1610	Chromosome	1700059	1701039	+	981	ydcK	6	19	12	9	16	58	66	21	18	18
STM1611	Chromosome	1701036	1701575	-	540	rimL	5	19	22	12	10	62	73	35	32	13
STM1612	Chromosome	1701792	1702910	+	1119	NA	22	61	97	49	58	107	110	27	42	14
STM1613	Chromosome	1702907	1703188	+	282	NA	6	33	25	13	12	26	27	11	12	6
STM1614	Chromosome	1703199	1704512	+	1314	NA	33	84	125	43	49	89	87	32	57	15
STM1615	Chromosome	1704526	1705332	+	807	NA	17	61	59	22	37	43	69	36	45	16
STM1616	Chromosome	1705464	1705901	+	438	NA	11	37	36	25	21	48	56	24	30	7
STM1617	Chromosome	1705913	1706545	+	633	NA	6	24	30	20	18	27	36	17	23	5
STM1618	Chromosome	1706561	1707352	+	792	NA	8	35	33	22	17	34	53	20	30	9
STM1619	Chromosome	1707352	1707789	+	438	NA	6	29	29	12	7	30	42	19	30	9
STM1620	Chromosome	1707836	1709038	-	1203	NA	3	7	4	2	2	18	12	6	7	4
STM1621	Chromosome	1709050	1709625	-	576	NA	0	1	1	0	2	2	3	1	1	2
STM1622	Chromosome	1709821	1711476	-	1656	ydcG	18	51	83	37	32	126	170	94	160	38
STM1623	Chromosome	1711696	1713204	-	1509	NA	19	95	93	39	34	166	281	86	103	54
STM1624	Chromosome	1713253	1714596	-	1344	NA	76	230	174	71	99	530	679	176	204	124
STM1625	Chromosome	1714889	1715812	+	924	ydcI	23	95	72	32	18	147	189	45	45	81
STM1626	Chromosome	1715873	1717498	-	1626	trg	27	175	291	94	59	120	445	59	119	29
STM1627	Chromosome	1717667	1718785	-	1119	NA	9	23	57	19	10	58	46	33	31	18
STM1628	Chromosome	1718817	1719092	-	276	NA	1	7	10	5	4	8	6	11	4	4
STM1629	Chromosome	1719615	1720016	+	402	NA	2	10	3	1	5	6	13	8	5	4
STM1630	Chromosome	1720145	1720861	-	717	NA	0	3	1	0	1	6	0	2	1	0
STM1631	Chromosome	1721287	1722513	+	1227	sseJ	1	10	11	1	0	39	3	2	1	11
STM1632	Chromosome	1722634	1722978	-	345	NA	0	0	0	0	0	4	7	2	3	1
STM1633	Chromosome	1723885	1724646	+	762	NA	1	2	0	0	1	8	4	2	4	3
STM1634	Chromosome	1724653	1725300	+	648	NA	0	0	3	0	1	1	0	0	1	1
STM1635	Chromosome	1725325	1726056	+	732	NA	0	2	0	0	1	3	5	3	2	3
STM1636	Chromosome	1726053	1726733	+	681	NA	1	0	1	0	0	4	4	0	1	2
STM1637	Chromosome	1726870	1728420	+	1551	NA	3	6	4	8	2	18	25	7	10	5
STM1638	Chromosome	1729109	1729546	+	438	NA	11	32	34	15	10	71	33	43	21	18
STM1639	Chromosome	1729817	1730347	-	531	cybB	8	21	34	24	17	49	69	48	41	14
STM1640	Chromosome	1730464	1731264	-	801	ydcF	18	44	65	34	23	93	140	71	96	19
STM1641	Chromosome	1731328	1735230	-	3903	hrpA	44	210	287	157	100	426	543	291	406	133
STM1642	Chromosome	1735431	1736036	+	606	acpD	11	58	201	50	19	221	100	60	69	36
STM1643	Chromosome	1736033	1736482	-	450	NA	1	13	22	13	6	42	47	18	24	6
STM1644	Chromosome	1736625	1736948	-	324	ydbL	5	12	6	2	4	11	19	11	14	5
STM1645	Chromosome	1736956	1737147	-	192	ynbE	1	1	2	1	0	3	2	0	3	1
STM1646	Chromosome	1737147	1739783	-	2637	ydbH	45	60	87	71	35	155	219	104	131	55
STM1647	Chromosome	1740023	1741012	+	990	ldhA	59	170	216	116	83	551	577	171	263	110
STM1648	Chromosome	1741123	1741533	+	411	hslJ	12	55	32	25	17	62	113	50	64	21
STM1649	Chromosome	1741577	1741732	-	156	NA	10	15	25	6	5	21	49	19	24	10
STM1650	Chromosome	1741759	1742058	+	300	NA	4	5	10	0	2	8	23	6	6	4
STM1651	Chromosome	1742119	1745643	+	3525	nifJ	69	155	144	66	64	373	486	170	199	125
STM1652	Chromosome	1746125	1746559	+	435	ynaF	1129	2134	1677	873	863	3462	4200	1046	1491	774
STM1653	Chromosome	1746609	1746947	-	339	NA	45	67	58	34	37	111	143	69	88	32
STM1654	Chromosome	1747303	1748238	+	936	ydaO	12	62	68	49	37	94	117	131	98	34
STM1655	Chromosome	1748282	1749655	-	1374	dbpA	10	39	51	30	11	93	102	55	43	32
STM1656	Chromosome	1750142	1751125	-	984	NA	13	43	41	25	15	66	115	50	55	30
STM1657	Chromosome	1751271	1752425	-	1155	NA	4	8	5	4	7	19	26	15	7	6
STM1658	Chromosome	1752836	1753399	-	564	ydaL	12	40	51	23	21	105	123	64	49	19
STM1659	Chromosome	1753657	1754172	+	516	ogt	32	100	121	55	57	281	327	157	114	102
STM1660	Chromosome	1754326	1755120	+	795	fnr	112	303	276	167	147	555	739	340	361	213
STM1661	Chromosome	1755271	1756218	+	948	ydaA	233	783	710	321	329	1353	1556	483	745	500
STM1662	Chromosome	1756273	1756527	-	255	ynaJ	61	105	69	47	46	237	373	95	86	69
STM1663	Chromosome	1756766	1757797	+	1032	ynaI	12	27	36	20	13	69	89	50	46	10
STM1664	Chromosome	1757883	1758485	-	603	NA	7	21	22	10	5	54	56	27	28	13
STM1665	Chromosome	1758529	1759215	+	687	NA	6	13	24	10	3	54	27	18	15	18
STM1667	Chromosome	1759687	1760244	-	558	NA	0	2	5	1	2	7	4	5	2	2
STM1668	Chromosome	1760343	1761173	-	831	NA	0	0	0	0	0	8	0	2	2	2
STM1669	Chromosome	1761194	1763176	-	1983	NA	3	6	8	7	2	11	17	12	10	4
STM1670	Chromosome	1763251	1764096	-	846	NA	1	1	3	1	0	7	5	3	3	2
STM1671	Chromosome	1764390	1765247	+	858	NA	0	1	1	0	0	3	1	2	0	0
STM1672	Chromosome	1765638	1766747	+	1110	NA	20	63	32	15	27	140	69	38	14	73
STM1673	Chromosome	1766961	1767215	-	255	NA	6	17	15	7	5	36	28	15	15	8
STM1674	Chromosome	1767326	1767916	-	591	NA	3	8	17	9	15	25	34	11	15	6
STM1675	Chromosome	1767994	1768707	+	714	NA	3	20	21	11	4	33	20	11	8	11
STM1676	Chromosome	1768798	1769667	-	870	NA	18	27	29	22	14	100	155	50	55	17
STM1677	Chromosome	1769941	1770846	-	906	NA	4	9	19	5	5	35	31	10	9	3
STM1678	Chromosome	1770965	1771894	+	930	NA	12	47	38	21	18	67	81	48	50	15
STM1679	Chromosome	1771991	1773604	-	1614	mppA	74	201	281	90	97	385	561	192	313	112
STM1680	Chromosome	1773794	1774522	+	729	ycjI	4	28	45	25	9	87	97	46	51	27
STM1681	Chromosome	1774497	1775462	-	966	ycjG	5	35	35	19	13	71	125	36	37	28
STM1682	Chromosome	1775578	1776084	+	507	tpx	113	201	290	129	94	504	823	244	330	177
STM1683	Chromosome	1776174	1777715	-	1542	tyrR	82	265	248	158	129	565	728	272	269	208
STM1684	Chromosome	1777863	1778924	-	1062	ycjF	8	79	93	37	53	163	267	95	130	54
STM1685	Chromosome	1778921	1780324	-	1404	ycjX	25	114	137	82	52	242	385	174	217	77
STM1686	Chromosome	1780467	1780781	-	315	pspE	230	269	196	174	166	568	1189	291	597	146
STM1687	Chromosome	1780857	1781075	-	219	pspD	5	13	18	7	5	74	50	18	8	24
STM1688	Chromosome	1781098	1781457	-	360	pspC	9	44	54	27	15	163	142	61	41	67
STM1689	Chromosome	1781457	1781681	-	225	pspB	5	12	25	10	5	104	70	17	15	27
STM1690	Chromosome	1781741	1782409	-	669	pspA	47	153	320	96	66	995	666	223	182	338
STM1691	Chromosome	1782580	1783560	+	981	pspF	8	36	37	20	22	65	89	34	48	13
STM1692	Chromosome	1783672	1785321	+	1650	sapA	22	106	96	79	49	111	262	140	181	37
STM1693	Chromosome	1785318	1786283	+	966	sapB	8	14	25	11	13	39	47	29	29	11
STM1694	Chromosome	1786270	1787160	+	891	sapC	7	19	27	18	9	22	51	35	44	10
STM1695	Chromosome	1787160	1788152	+	993	sapD	3	52	30	18	11	41	42	28	56	14
STM1696	Chromosome	1788154	1788960	+	807	sapF	5	36	32	29	20	55	71	39	58	22
STM1697	Chromosome	1789089	1789685	-	597	NA	14	34	25	25	32	54	73	52	33	25
STM1698	Chromosome	1790151	1791524	-	1374	NA	3	16	25	2	2	40	14	18	8	13
STM1698A	Chromosome	1791559	1791738	+	180	NA	2	0	0	0	0	1	1	0	0	0
STM1699	Chromosome	1791713	1792012	+	300	ycjE	2	4	3	5	0	22	14	7	16	5
STM1700	Chromosome	1792130	1792918	+	789	fabI	93	312	493	219	163	551	839	446	628	147
STM1701	Chromosome	1793118	1794098	+	981	yciW	1	8	13	10	2	18	21	23	10	6
STM1702	Chromosome	1794340	1796274	+	1935	rnb	26	146	243	132	75	245	403	251	316	67
STM1703	Chromosome	1796536	1798518	+	1983	yciR	22	37	39	27	27	70	133	48	30	18
STM1704	Chromosome	1798906	1799658	+	753	yciT	25	59	58	45	30	136	164	79	91	43
STM1705	Chromosome	1799917	1800135	+	219	osmB	72	92	33	144	58	472	891	274	99	123
STM1706	Chromosome	1800255	1800581	-	327	yciH	1	7	9	5	2	27	25	11	10	3
STM1707	Chromosome	1800581	1801318	-	738	pyrF	6	26	38	12	6	44	36	36	29	7
STM1708	Chromosome	1801509	1802678	-	1170	yciM	39	159	116	83	70	199	341	193	221	78
STM1709	Chromosome	1802685	1802993	-	309	yciS	63	132	97	59	67	215	365	127	141	73
STM1710	Chromosome	1803143	1803907	-	765	pgpB	22	72	58	30	31	161	209	56	60	55
STM1711	Chromosome	1804103	1804693	+	591	ribA	49	125	122	86	60	226	454	181	209	58
STM1712	Chromosome	1804749	1807424	-	2676	acnA	62	293	479	95	61	617	712	184	177	316
STM1713	Chromosome	1808401	1809375	-	975	cysB	57	194	119	96	67	363	380	131	185	102
STM1714	Chromosome	1809786	1812383	-	2598	topA	40	212	367	179	85	419	499	248	418	100
STM1715	Chromosome	1812786	1813037	+	252	yciN	48	47	55	45	44	140	289	107	194	24
STM1716	Chromosome	1813079	1814125	-	1047	sohB	21	89	101	76	51	148	242	106	135	46
STM1717	Chromosome	1814363	1815124	+	762	yciK	6	41	66	35	16	90	117	47	69	19
STM1718	Chromosome	1815121	1815711	+	591	btuR	7	52	55	24	16	64	92	48	81	15
STM1719	Chromosome	1815798	1816673	-	876	yciL	21	101	171	67	58	164	262	177	223	60
STM1720	Chromosome	1816774	1817394	-	621	yciO	39	96	139	83	61	226	403	164	175	68
STM1721	Chromosome	1817402	1818283	-	882	trpH	44	99	107	72	47	242	364	188	172	58
STM1722	Chromosome	1818405	1818449	+	45	trpL	0	1	4	0	2	8	4	1	1	2
STM1723	Chromosome	1818544	1820106	+	1563	trpE	1	10	20	3	2	35	24	6	7	13
STM1724	Chromosome	1820106	1821701	+	1596	trpD	3	10	19	5	4	45	39	13	9	16
STM1725	Chromosome	1821705	1823063	+	1359	trpC	6	23	35	16	18	67	60	29	46	19
STM1726	Chromosome	1823073	1824266	+	1194	trpB	5	76	67	21	21	100	100	26	52	40
STM1727	Chromosome	1824266	1825072	+	807	trpA	8	31	30	20	14	76	50	29	44	22
STM1728	Chromosome	1825552	1825734	+	183	yciG	8	44	40	6	10	128	45	7	8	70
STM1729	Chromosome	1825824	1826327	+	504	yciF	0	2	7	0	1	15	2	0	0	2
STM1730	Chromosome	1826401	1826907	+	507	yciE	0	3	3	1	0	4	1	2	0	10
STM1731	Chromosome	1826927	1827805	+	879	NA	16	63	99	23	18	102	111	48	59	25
STM1732	Chromosome	1827887	1828525	-	639	ompW	126	331	844	125	82	936	688	176	257	72
STM1733	Chromosome	1828863	1829267	+	405	NA	7	21	16	17	7	35	60	13	35	6
STM1734	Chromosome	1829293	1830036	+	744	yciC	40	102	114	98	68	197	427	174	195	51
STM1735	Chromosome	1830093	1830632	+	540	yciB	8	48	48	27	31	75	148	81	64	18
STM1736	Chromosome	1830793	1831194	+	402	yciA	5	16	16	20	6	32	54	45	40	7
STM1737	Chromosome	1831254	1831982	-	729	tonB	18	66	71	55	33	97	159	105	92	27
STM1738	Chromosome	1832206	1832502	+	297	yciI	79	107	111	98	68	159	419	159	287	52
STM1739	Chromosome	1832862	1834322	+	1461	cls	18	49	25	14	21	50	85	36	45	13
STM1740	Chromosome	1834356	1834685	+	330	yciU	10	36	32	22	19	53	80	40	43	16
STM1741	Chromosome	1834733	1835569	-	837	NA	8	30	31	31	18	48	76	34	43	8
STM1742	Chromosome	1835617	1836621	-	1005	oppF	28	74	110	57	37	182	261	95	106	69
STM1743	Chromosome	1836618	1837625	-	1008	oppD	10	75	81	32	24	83	123	58	69	33
STM1744	Chromosome	1837637	1838545	-	909	oppC	8	36	42	22	25	45	79	35	41	13
STM1745	Chromosome	1838560	1839480	-	921	oppB	12	51	57	21	25	93	99	45	35	26
STM1746	Chromosome	1839602	1841350	-	1749	oppA	125	318	325	124	102	530	592	171	219	154
STM1747	Chromosome	1841301	1841615	+	315	NA	10	10	10	6	4	45	29	16	20	3
STM1748	Chromosome	1841998	1842645	-	648	ychE	7	14	16	29	12	38	48	30	31	16
STM1749	Chromosome	1843122	1845800	+	2679	adhE	464	2228	3568	2813	1323	3927	5423	3331	4639	628
STM1750	Chromosome	1845997	1846614	-	618	tdk	12	22	27	33	12	66	100	44	51	24
STM1751	Chromosome	1847277	1847690	+	414	hns	685	1346	2210	1404	1100	4098	5079	2311	3474	1038
STM1752	Chromosome	1847822	1848730	-	909	galU	48	160	257	145	80	392	422	246	384	127
STM1753	Chromosome	1848933	1849946	-	1014	hnr	17	63	81	37	23	134	150	82	106	41
STM1754	Chromosome	1850037	1850942	-	906	ychK	39	120	138	69	47	179	293	129	179	81
STM1755	Chromosome	1851053	1851511	+	459	ychJ	16	41	42	34	19	90	117	54	71	15
STM1756	Chromosome	1851562	1852404	+	843	purU	33	108	128	101	74	245	365	151	217	61
tyrT	Chromosome	1852564	1852645	+	82	NA	4	14	23	14	11	19	45	22	36	7
rtT	Chromosome	1852677	1852819	+	143	NA	3	22	45	32	9	44	45	54	97	18
tyrV	Chromosome	1852853	1852934	+	82	NA	1	8	14	21	8	10	9	17	14	4
STM1760	Chromosome	1853720	1855249	-	1530	NA	25	82	54	37	40	216	228	84	62	60
STM1761	Chromosome	1855491	1856168	-	678	narI	6	23	48	13	7	52	73	33	43	31
STM1762	Chromosome	1856168	1856878	-	711	narJ	2	25	97	16	8	83	83	36	31	52
STM1763	Chromosome	1856875	1858410	-	1536	narH	8	69	184	17	15	130	181	93	48	95
STM1764	Chromosome	1858407	1862150	-	3744	narG	34	157	425	64	39	331	477	197	158	207
STM1765	Chromosome	1862538	1863935	-	1398	narK	4	46	130	9	7	109	120	63	28	113
STM1766	Chromosome	1864276	1866072	+	1797	narX	14	56	73	46	33	106	238	85	128	41
STM1767	Chromosome	1866065	1866715	+	651	narL	9	29	64	29	14	63	124	56	52	35
STM1768	Chromosome	1866716	1868140	-	1425	ychP	22	86	54	40	30	143	201	71	94	47
STM1769	Chromosome	1868317	1868670	+	354	ychN	28	48	46	49	29	99	221	84	110	32
STM1770	Chromosome	1868750	1868980	-	231	chaB	9	21	8	8	8	42	36	16	10	20
STM1771	Chromosome	1869247	1870347	+	1101	chaA	7	17	31	10	5	52	53	37	36	24
STM1772	Chromosome	1870401	1871255	-	855	kdsA	36	155	302	193	90	355	447	322	507	52
STM1773	Chromosome	1871293	1872102	-	810	ychA	19	44	82	61	37	119	206	116	116	27
STM1774	Chromosome	1872106	1872495	-	390	sirC	0	3	3	6	1	2	14	10	3	0
STM1775	Chromosome	1872492	1873325	-	834	hemK	1	20	35	20	16	32	49	32	66	11
STM1776	Chromosome	1873325	1874407	-	1083	prfA	18	43	129	51	37	100	129	158	206	31
STM1777	Chromosome	1874448	1875704	-	1257	hemA	79	281	290	257	151	308	662	477	536	107
STM1778	Chromosome	1876018	1876641	+	624	lolB	13	25	33	41	19	45	82	51	88	15
STM1779	Chromosome	1876638	1877489	+	852	ipk	23	106	268	84	51	175	250	183	267	80
STM1780	Chromosome	1877755	1878702	+	948	prsA	31	199	483	227	103	327	460	399	539	132
STM1781	Chromosome	1878851	1880512	+	1662	ychM	324	919	552	241	236	1947	2248	618	370	1122
STM1782	Chromosome	1880557	1880835	-	279	ychH	318	400	294	99	143	1194	1086	212	171	680
STM1783	Chromosome	1881087	1881695	+	609	pth	14	30	29	13	15	75	85	48	50	27
STM1784	Chromosome	1881812	1882903	+	1092	ychF	48	123	208	115	70	305	457	291	369	72
STM1785	Chromosome	1883062	1884327	-	1266	NA	11	34	24	23	18	37	74	59	63	7
STM1786	Chromosome	1884822	1885940	+	1119	NA	1	8	54	10	11	17	7	44	32	2
STM1787	Chromosome	1885937	1887730	+	1794	NA	3	13	87	17	5	30	33	84	29	4
STM1788	Chromosome	1887749	1888480	+	732	NA	1	4	13	2	2	7	7	17	18	1
STM1789	Chromosome	1888477	1889073	+	597	NA	0	4	6	4	3	4	7	15	8	0
STM1790	Chromosome	1889063	1889467	+	405	NA	0	5	7	1	1	7	4	8	4	0
STM1791	Chromosome	1889464	1890312	+	849	NA	1	8	11	9	7	11	23	13	8	2
STM1792	Chromosome	1890387	1891931	+	1545	NA	1	6	23	4	4	15	15	18	13	2
STM1793	Chromosome	1891943	1893079	+	1137	NA	0	12	15	13	6	19	29	12	16	5
STM1794	Chromosome	1893092	1893181	+	90	NA	1	0	2	1	0	2	8	6	3	0
STM1795	Chromosome	1893525	1894850	+	1326	NA	85	372	476	107	79	491	1306	228	340	376
STM1796	Chromosome	1895064	1896776	+	1713	treA	31	125	80	28	55	226	245	71	60	98
STM1797	Chromosome	1896839	1897093	-	255	ymgE	21	53	24	7	18	101	115	18	11	85
STM1798	Chromosome	1897262	1897996	+	735	ycgR	7	34	69	25	18	30	72	24	24	4
STM1799	Chromosome	1898010	1898621	-	612	emtA	9	17	20	21	10	51	72	30	36	11
STM1800	Chromosome	1898792	1899706	+	915	ycgQ	21	49	41	29	27	99	137	64	62	29
STM1801	Chromosome	1899803	1901536	+	1734	ycgO	33	91	114	53	38	190	220	73	104	75
STM1802	Chromosome	1901599	1902669	-	1071	dadX	2	48	49	11	15	70	99	25	38	48
STM1803	Chromosome	1902683	1903981	-	1299	dadA	19	113	114	36	23	169	252	74	73	127
STM1804	Chromosome	1904304	1905836	+	1533	ycgB	131	373	211	101	151	807	881	193	143	311
STM1805	Chromosome	1905883	1906602	-	720	fadR	152	355	247	158	154	472	942	352	533	162
STM1806	Chromosome	1906822	1908366	+	1545	nhaB	22	72	75	50	26	122	220	81	151	40
STM1807	Chromosome	1908508	1909038	+	531	dsbB	17	88	95	71	47	163	241	115	175	57
STM1808	Chromosome	1909147	1909488	+	342	NA	25	50	55	19	16	80	148	51	27	49
STM1809	Chromosome	1909560	1909733	-	174	NA	149	193	113	120	82	613	1085	225	237	103
STM1810	Chromosome	1909925	1910062	-	138	NA	173	173	71	76	62	739	917	195	76	262
STM1811	Chromosome	1910414	1910875	-	462	ycgN	7	22	34	12	17	60	77	42	39	23
STM1812	Chromosome	1910953	1911612	-	660	ycgM	38	89	71	34	50	187	231	102	106	83
STM1813	Chromosome	1911662	1911994	-	333	ycgL	43	59	42	23	16	205	165	57	58	76
STM1814	Chromosome	1912081	1912788	+	708	minC	29	90	134	54	29	168	239	130	195	55
STM1815	Chromosome	1912812	1913624	+	813	minD	38	173	301	124	89	344	411	244	428	88
STM1816	Chromosome	1913628	1913894	+	267	minE	9	36	48	39	14	102	115	63	134	19
STM1817	Chromosome	1914016	1915143	-	1128	rnd	6	22	15	12	7	30	49	33	32	13
STM1818	Chromosome	1915216	1916901	-	1686	fadD	27	148	125	59	40	264	351	95	123	162
STM1819	Chromosome	1917106	1917687	-	582	slp	12	71	86	29	42	164	274	88	112	44
STM1820	Chromosome	1917759	1918454	-	696	yeaZ	11	40	52	41	21	30	108	83	109	26
STM1821	Chromosome	1918512	1920422	-	1911	yoaA	4	36	67	50	17	68	95	75	109	22
STM1822	Chromosome	1920553	1920897	+	345	yoaB	14	49	44	27	21	92	108	58	101	25
STM1823	Chromosome	1920903	1921082	-	180	yoaH	17	16	18	14	13	41	106	42	59	16
STM1824	Chromosome	1921163	1922527	+	1365	pabB	15	28	55	33	13	68	83	46	75	15
STM1825	Chromosome	1922531	1923109	+	579	yeaB	3	20	26	15	3	27	36	18	48	15
