# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "reference_genomes/bth/bth_genome.gtf" "-o" "feature_counts/bth_1110.txt" "sam/sam_11_09/275-1_bth.sorted.bam" "sam/sam_11_09/275-2_bth.sorted.bam" "sam/sam_11_09/275-3_bth.sorted.bam" "sam/sam_11_09/275-4_bth.sorted.bam" "sam/sam_11_09/275-5_bth.sorted.bam" "sam/sam_11_09/278-1_bth.sorted.bam" "sam/sam_11_09/278-2_bth.sorted.bam" "sam/sam_11_09/278-3_bth.sorted.bam" "sam/sam_11_09/278-4_bth.sorted.bam" "sam/sam_11_09/278-5_bth.sorted.bam" "-t" "transcript" "--extraAttributes" "gene_name" 
Geneid	Chr	Start	End	Strand	Length	gene_name	275-1_bth.sorted.bam	275-2_bth.sorted.bam	275-3_bth.sorted.bam	275-4_bth.sorted.bam	275-5_bth.sorted.bam	278-1_bth.sorted.bam	278-2_bth.sorted.bam	278-3_bth.sorted.bam	278-4_bth.sorted.bam	278-5_bth.sorted.bam
gene-FE838_RS06875	NZ_CP040530.1	1770552	1771901	-	1350	NA	744	481	374	494	729	101	118	42	236	190
gene-FE838_RS06880	NZ_CP040530.1	1771960	1773378	-	1419	NA	465	288	246	365	497	49	51	23	140	88
gene-FE838_RS24405	NZ_CP040530.1	1773436	1773678	-	243	NA	3	0	2	2	22	2	1	0	2	0
gene-FE838_RS06885	NZ_CP040530.1	1773675	1774967	-	1293	NA	284	99	103	174	235	28	45	10	109	57
gene-FE838_RS06890	NZ_CP040530.1	1775069	1776070	-	1002	NA	8	21	12	36	38	5	1	0	4	5
gene-FE838_RS06895	NZ_CP040530.1	1776090	1778135	-	2046	NA	32	66	41	66	140	9	11	2	10	18
gene-FE838_RS06900	NZ_CP040530.1	1778152	1781271	-	3120	NA	46	95	54	112	195	13	9	1	8	20
gene-FE838_RS06905	NZ_CP040530.1	1781296	1782669	-	1374	NA	10	29	31	49	89	7	9	0	7	3
gene-FE838_RS06910	NZ_CP040530.1	1782711	1783322	-	612	NA	1	2	2	2	11	0	0	0	0	2
gene-FE838_RS06915	NZ_CP040530.1	1783839	1785317	-	1479	NA	5	2	3	1	3	0	0	0	1	2
gene-FE838_RS06920	NZ_CP040530.1	1785329	1787200	-	1872	NA	5	0	1	3	2	0	2	0	1	2
gene-FE838_RS06925	NZ_CP040530.1	1787210	1787944	-	735	NA	3	0	2	2	5	2	0	0	0	2
gene-FE838_RS06930	NZ_CP040530.1	1787937	1788608	-	672	NA	5	1	1	3	0	0	2	0	0	1
gene-FE838_RS06935	NZ_CP040530.1	1788635	1789390	-	756	NA	0	3	1	3	7	0	0	0	0	1
gene-FE838_RS06940	NZ_CP040530.1	1789474	1790472	-	999	NA	21	16	15	28	57	2	2	0	5	5
gene-FE838_RS06945	NZ_CP040530.1	1790493	1792559	-	2067	NA	55	58	48	61	101	14	13	1	17	14
gene-FE838_RS06950	NZ_CP040530.1	1792573	1795698	-	3126	NA	72	80	36	80	169	5	21	3	24	22
gene-FE838_RS06955	NZ_CP040530.1	1795726	1796526	-	801	NA	22	14	10	32	39	1	2	2	13	5
gene-FE838_RS06960	NZ_CP040530.1	1796931	1797314	+	384	NA	278	252	152	249	314	57	69	24	206	170
gene-FE838_RS06965	NZ_CP040530.1	1797323	1798207	+	885	NA	736	262	127	301	231	39	76	22	257	184
gene-FE838_RS06970	NZ_CP040530.1	1798652	1799935	-	1284	NA	239	28	31	74	96	49	45	24	209	97
gene-FE838_RS06975	NZ_CP040530.1	1800477	1802999	+	2523	NA	69	64	51	89	124	7	13	3	25	24
gene-FE838_RS06980	NZ_CP040530.1	1803017	1804558	+	1542	NA	11	25	27	26	58	5	3	0	4	4
gene-FE838_RS06985	NZ_CP040530.1	1804570	1807710	+	3141	NA	33	65	41	71	111	13	7	2	13	21
gene-FE838_RS06990	NZ_CP040530.1	1807727	1809775	+	2049	NA	23	57	46	70	108	12	14	3	4	17
gene-FE838_RS06995	NZ_CP040530.1	1809792	1810829	+	1038	NA	11	21	18	22	61	6	3	1	4	4
gene-FE838_RS07000	NZ_CP040530.1	1811052	1812413	+	1362	NA	36	54	60	58	99	8	7	0	14	18
gene-FE838_RS07005	NZ_CP040530.1	1812425	1814110	+	1686	NA	94	74	58	78	124	5	15	2	16	15
gene-FE838_RS07010	NZ_CP040530.1	1814118	1815710	+	1593	NA	69	33	21	43	42	2	6	2	9	12
gene-FE838_RS07015	NZ_CP040530.1	1815752	1817101	+	1350	NA	44	17	8	20	32	3	9	0	11	10
gene-FE838_RS07020	NZ_CP040530.1	1817190	1818539	-	1350	NA	65	33	35	60	130	18	32	8	59	58
gene-FE838_RS07025	NZ_CP040530.1	1818887	1819489	+	603	NA	4	6	2	4	8	0	0	0	0	0
gene-FE838_RS07030	NZ_CP040530.1	1819535	1821103	+	1569	NA	23	97	81	65	99	7	11	2	13	5
gene-FE838_RS07035	NZ_CP040530.1	1821120	1824242	+	3123	NA	94	246	182	163	219	14	10	1	27	17
gene-FE838_RS07040	NZ_CP040530.1	1824258	1826375	+	2118	NA	64	174	112	129	123	8	5	3	18	18
gene-FE838_RS07045	NZ_CP040530.1	1826398	1827459	+	1062	NA	43	95	99	82	108	9	4	1	16	27
gene-FE838_RS07050	NZ_CP040530.1	1827595	1830150	-	2556	NA	141	98	73	110	145	18	23	2	55	58
gene-FE838_RS07055	NZ_CP040530.1	1830521	1831114	+	594	NA	18	0	3	8	9	5	3	1	13	12
gene-FE838_RS24410	NZ_CP040530.1	1831104	1831646	+	543	NA	8	1	1	6	4	3	1	0	10	2
gene-FE838_RS07065	NZ_CP040530.1	1831691	1832194	+	504	NA	88	40	31	53	77	12	13	3	28	41
gene-FE838_RS07070	NZ_CP040530.1	1832292	1834805	-	2514	NA	104	75	30	80	102	7	12	2	16	32
gene-FE838_RS07075	NZ_CP040530.1	1834819	1836633	-	1815	NA	58	54	43	61	108	6	8	0	11	4
gene-FE838_RS07080	NZ_CP040530.1	1836928	1839876	+	2949	NA	63	21	12	23	27	4	7	0	15	16
gene-FE838_RS07085	NZ_CP040530.1	1839873	1840985	-	1113	NA	195	63	40	84	109	26	48	5	80	70
gene-FE838_RS24415	NZ_CP040530.1	1841152	1842135	+	984	NA	52	42	30	52	61	25	31	2	28	29
gene-FE838_RS24420	NZ_CP040530.1	1842133	1843065	+	933	NA	74	75	41	64	89	25	34	6	31	34
gene-FE838_RS07095	NZ_CP040530.1	1843321	1843893	+	573	NA	70	6	14	45	55	12	17	9	20	45
gene-FE838_RS07100	NZ_CP040530.1	1844007	1845209	+	1203	NA	154	47	39	80	93	38	51	8	45	68
gene-FE838_RS07105	NZ_CP040530.1	1845370	1848801	+	3432	NA	101	67	54	83	143	17	60	5	45	55
gene-FE838_RS07110	NZ_CP040530.1	1848814	1850742	+	1929	NA	45	29	39	49	64	10	30	3	12	37
gene-FE838_RS07115	NZ_CP040530.1	1850768	1852057	+	1290	NA	29	25	16	20	36	3	18	1	10	28
gene-FE838_RS07120	NZ_CP040530.1	1852083	1853243	+	1161	NA	22	25	19	16	31	7	10	3	10	12
gene-FE838_RS07125	NZ_CP040530.1	1853267	1854733	+	1467	NA	52	20	14	27	48	13	27	3	7	26
gene-FE838_RS07130	NZ_CP040530.1	1854955	1856217	+	1263	NA	50	20	26	29	50	6	1	0	7	5
gene-FE838_RS07135	NZ_CP040530.1	1856274	1858439	+	2166	NA	72	62	28	61	91	4	11	1	21	22
gene-FE838_RS07140	NZ_CP040530.1	1858469	1860946	+	2478	NA	141	140	76	138	203	8	16	9	39	26
gene-FE838_RS07145	NZ_CP040530.1	1860959	1863250	+	2292	NA	320	261	169	299	427	20	52	11	89	102
gene-FE838_RS07150	NZ_CP040530.1	1863299	1864717	+	1419	NA	590	309	162	650	871	70	126	11	102	205
gene-FE838_RS07155	NZ_CP040530.1	1864727	1865860	+	1134	NA	267	299	214	326	476	32	68	13	65	117
gene-FE838_RS07160	NZ_CP040530.1	1865946	1867961	+	2016	NA	172	292	150	230	343	19	53	3	69	93
gene-FE838_RS07165	NZ_CP040530.1	1868020	1870083	+	2064	NA	169	216	121	168	278	13	40	5	39	67
gene-FE838_RS07170	NZ_CP040530.1	1870298	1871431	+	1134	NA	87	51	36	68	63	10	11	7	26	30
gene-FE838_RS07175	NZ_CP040530.1	1872046	1873659	-	1614	NA	21	2	1	2	12	5	5	0	0	3
gene-FE838_RS07180	NZ_CP040530.1	1873681	1874361	-	681	NA	39	10	16	18	42	8	9	4	6	11
gene-FE838_RS07185	NZ_CP040530.1	1874469	1875173	-	705	NA	90	9	16	33	32	9	6	3	15	9
gene-FE838_RS07190	NZ_CP040530.1	1875580	1876566	+	987	NA	169	43	43	51	120	17	24	4	66	68
gene-FE838_RS07195	NZ_CP040530.1	1877184	1877996	+	813	NA	173	21	11	30	45	12	35	5	47	33
gene-FE838_RS07200	NZ_CP040530.1	1878277	1878984	-	708	NA	18	1	0	3	8	5	4	2	4	6
gene-FE838_RS07205	NZ_CP040530.1	1879661	1881682	+	2022	NA	301	108	35	448	322	32	100	13	58	155
gene-FE838_RS07210	NZ_CP040530.1	1881814	1882536	+	723	NA	7	0	1	1	2	0	0	0	2	2
gene-FE838_RS07215	NZ_CP040530.1	1882890	1884479	+	1590	NA	6	0	0	1	6	1	1	1	2	1
gene-FE838_RS07220	NZ_CP040530.1	1884579	1887476	+	2898	NA	17	2	1	10	8	3	3	1	8	7
gene-FE838_RS07225	NZ_CP040530.1	1887561	1888202	+	642	NA	13	7	5	11	8	4	4	1	5	4
gene-FE838_RS07235	NZ_CP040530.1	1888743	1889957	+	1215	NA	79	17	21	43	55	12	16	5	28	28
gene-FE838_RS07240	NZ_CP040530.1	1889965	1891032	-	1068	NA	459	149	111	227	277	32	31	3	46	57
gene-FE838_RS07245	NZ_CP040530.1	1891142	1892947	+	1806	NA	2831	238	200	610	711	110	216	41	245	277
gene-FE838_RS07250	NZ_CP040530.1	1893079	1895997	-	2919	NA	1179	572	515	788	1130	193	459	23	410	629
gene-FE838_RS07255	NZ_CP040530.1	1896103	1897219	+	1117	prfB	1289	255	207	419	364	92	184	94	320	235
gene-FE838_RS07260	NZ_CP040530.1	1897665	1898717	+	1053	NA	67	54	17	41	67	28	36	7	28	48
gene-FE838_RS07265	NZ_CP040530.1	1898738	1899205	+	468	NA	77	32	14	24	28	11	8	4	15	18
gene-FE838_RS07270	NZ_CP040530.1	1899256	1900548	+	1293	NA	539	136	91	181	308	77	123	23	106	149
gene-FE838_RS07275	NZ_CP040530.1	1900695	1901021	+	327	NA	121	33	17	41	46	20	31	8	27	43
gene-FE838_RS07280	NZ_CP040530.1	1901352	1902710	-	1359	NA	97	48	24	106	174	11	20	4	25	48
gene-FE838_RS07285	NZ_CP040530.1	1902926	1904065	-	1140	NA	241	87	57	65	141	111	186	26	176	194
gene-FE838_RS07290	NZ_CP040530.1	1904080	1905111	-	1032	NA	159	78	91	59	143	139	159	21	111	193
gene-FE838_RS07295	NZ_CP040530.1	1905311	1907851	+	2541	NA	2046	1230	822	826	1295	777	1452	254	1030	1758
gene-FE838_RS07300	NZ_CP040530.1	1907883	1908716	+	834	NA	669	427	326	288	449	278	486	71	339	636
gene-FE838_RS07305	NZ_CP040530.1	1908738	1910702	+	1965	NA	1358	1037	857	777	1165	789	1361	184	862	1526
gene-FE838_RS07310	NZ_CP040530.1	1910778	1911659	+	882	NA	97	50	37	42	59	59	89	28	64	101
gene-FE838_RS07315	NZ_CP040530.1	1911831	1912271	-	441	NA	6	5	1	6	5	2	4	1	4	3
gene-FE838_RS07320	NZ_CP040530.1	1913959	1916520	+	2562	NA	355	170	204	264	394	19	30	13	213	145
gene-FE838_RS07325	NZ_CP040530.1	1916548	1917912	-	1365	NA	560	224	199	410	278	111	116	15	123	101
gene-FE838_RS07330	NZ_CP040530.1	1918035	1920350	-	2316	bglX	1926	727	801	1642	822	476	915	49	276	306
gene-FE838_RS07335	NZ_CP040530.1	1920381	1921910	-	1530	NA	924	394	486	782	404	264	408	15	111	182
gene-FE838_RS07340	NZ_CP040530.1	1922014	1925079	-	3066	NA	3182	967	1227	2453	1157	861	1358	61	402	559
gene-FE838_RS07345	NZ_CP040530.1	1925278	1926903	+	1626	NA	168	13	8	49	42	8	12	5	50	31
gene-FE838_RS07350	NZ_CP040530.1	1927055	1927411	+	357	NA	9	0	1	15	298	0	3	0	4	7
gene-FE838_RS07355	NZ_CP040530.1	1927606	1928370	+	765	NA	39	6	13	90	905	5	9	1	6	25
gene-FE838_RS07360	NZ_CP040530.1	1928808	1929455	+	648	NA	38	12	19	50	382	6	13	1	15	20
gene-FE838_RS07365	NZ_CP040530.1	1929580	1929954	+	375	NA	9	4	3	22	287	6	10	3	3	11
gene-FE838_RS07370	NZ_CP040530.1	1930195	1931085	-	891	NA	236	17	12	48	55	6	14	20	54	14
gene-FE838_RS07375	NZ_CP040530.1	1931150	1931231	-	82	NA	127	26	44	67	144	7	7	2	13	10
gene-FE838_RS07380	NZ_CP040530.1	1931304	1932326	-	1023	NA	529	40	16	56	71	14	63	16	116	55
gene-FE838_RS07385	NZ_CP040530.1	1932375	1933235	-	861	NA	486	54	22	88	77	27	54	10	124	55
gene-FE838_RS07390	NZ_CP040530.1	1933274	1935919	-	2646	NA	1637	323	199	532	464	124	252	66	397	326
gene-FE838_RS07395	NZ_CP040530.1	1936795	1938138	-	1344	NA	145	71	56	89	148	21	34	12	46	50
gene-FE838_RS07400	NZ_CP040530.1	1938469	1939794	-	1326	NA	47	31	12	23	35	7	18	4	18	24
gene-FE838_RS07405	NZ_CP040530.1	1939796	1940566	-	771	NA	21	9	3	13	21	4	4	0	12	6
gene-FE838_RS07410	NZ_CP040530.1	1940622	1942028	-	1407	NA	73	41	17	34	58	12	23	1	30	28
gene-FE838_RS07415	NZ_CP040530.1	1942038	1943042	-	1005	NA	53	20	20	32	65	15	19	2	18	26
gene-FE838_RS07420	NZ_CP040530.1	1943049	1943834	-	786	NA	18	11	10	7	15	2	9	0	4	8
gene-FE838_RS07425	NZ_CP040530.1	1943815	1945002	-	1188	nagA	53	25	12	27	38	12	12	1	13	21
gene-FE838_RS07430	NZ_CP040530.1	1945034	1946350	-	1317	NA	21	13	8	14	32	8	10	0	8	11
gene-FE838_RS07435	NZ_CP040530.1	1946494	1948692	-	2199	NA	85	37	31	39	57	14	23	3	15	21
gene-FE838_RS07440	NZ_CP040530.1	1948720	1949901	-	1182	NA	35	18	9	16	31	11	14	2	7	9
gene-FE838_RS07445	NZ_CP040530.1	1949910	1951892	-	1983	NA	55	26	14	18	35	5	18	4	13	8
gene-FE838_RS07450	NZ_CP040530.1	1951899	1952975	-	1077	NA	35	8	3	10	17	7	4	0	5	10
gene-FE838_RS07455	NZ_CP040530.1	1953067	1954677	-	1611	NA	48	8	10	18	28	5	6	1	6	7
gene-FE838_RS07460	NZ_CP040530.1	1954715	1956739	-	2025	NA	55	9	17	25	33	3	7	2	6	4
gene-FE838_RS07465	NZ_CP040530.1	1956766	1959015	-	2250	NA	25	10	4	6	18	5	5	0	6	3
gene-FE838_RS07470	NZ_CP040530.1	1959032	1960456	-	1425	NA	20	6	5	10	16	6	3	0	2	1
gene-FE838_RS07475	NZ_CP040530.1	1960472	1962085	-	1614	NA	24	8	5	14	18	4	5	0	6	4
gene-FE838_RS07480	NZ_CP040530.1	1962104	1964866	-	2763	NA	23	5	4	15	21	6	9	0	2	7
gene-FE838_RS07485	NZ_CP040530.1	1964873	1965769	-	897	NA	11	3	2	2	7	1	3	0	1	2
gene-FE838_RS07490	NZ_CP040530.1	1965773	1966822	-	1050	NA	4	6	5	6	12	5	4	0	1	1
gene-FE838_RS07495	NZ_CP040530.1	1966952	1968760	-	1809	NA	61	36	25	42	48	9	16	0	5	8
gene-FE838_RS07500	NZ_CP040530.1	1968836	1970521	-	1686	NA	51	38	30	49	79	10	11	2	5	18
gene-FE838_RS07505	NZ_CP040530.1	1970536	1973691	-	3156	NA	87	44	37	89	110	14	30	0	16	27
gene-FE838_RS07510	NZ_CP040530.1	1973738	1974904	-	1167	NA	14	10	12	19	14	3	3	0	1	3
gene-FE838_RS07515	NZ_CP040530.1	1974937	1976343	-	1407	NA	25	8	12	20	29	3	9	2	2	10
gene-FE838_RS07520	NZ_CP040530.1	1976349	1977446	-	1098	NA	24	16	6	25	23	2	4	1	5	7
gene-FE838_RS07525	NZ_CP040530.1	1977833	1979011	-	1179	NA	31	9	3	10	14	6	9	1	8	6
gene-FE838_RS07530	NZ_CP040530.1	1979126	1980271	-	1146	NA	103	33	30	44	62	14	27	1	40	48
gene-FE838_RS07535	NZ_CP040530.1	1980499	1980969	+	471	NA	51	11	5	17	6	1	7	5	12	10
gene-FE838_RS07540	NZ_CP040530.1	1981073	1982614	+	1542	NA	3172	501	364	873	661	198	320	176	1101	702
gene-FE838_RS07545	NZ_CP040530.1	1982626	1983216	+	591	NA	744	151	83	216	184	76	99	50	245	175
gene-FE838_RS07550	NZ_CP040530.1	1983258	1984301	-	1044	NA	115	51	18	55	66	16	27	5	46	29
gene-FE838_RS07555	NZ_CP040530.1	1984481	1985413	+	933	NA	189	64	30	63	41	9	8	4	32	24
gene-FE838_RS07560	NZ_CP040530.1	1985429	1986352	+	924	NA	87	31	6	31	24	5	4	0	17	11
gene-FE838_RS07565	NZ_CP040530.1	1986394	1987650	+	1257	fucP	110	49	20	43	43	8	8	1	25	22
gene-FE838_RS07570	NZ_CP040530.1	1987674	1988690	+	1017	NA	155	60	39	83	75	18	8	2	49	31
gene-FE838_RS07575	NZ_CP040530.1	1988991	1989842	-	852	NA	142	43	31	53	68	15	35	5	37	48
gene-FE838_RS07580	NZ_CP040530.1	1989839	1990957	-	1119	NA	110	36	23	61	81	15	35	2	43	44
gene-FE838_RS07585	NZ_CP040530.1	1991000	1992307	-	1308	NA	152	27	4	39	46	10	31	9	40	38
gene-FE838_RS07590	NZ_CP040530.1	1992325	1993704	-	1380	NA	260	72	54	132	106	15	58	6	89	65
gene-FE838_RS07595	NZ_CP040530.1	1993715	1996159	-	2445	NA	508	186	126	242	267	38	130	23	179	166
gene-FE838_RS07600	NZ_CP040530.1	1996161	1997648	-	1488	NA	123	34	26	59	45	20	38	1	47	44
gene-FE838_RS07605	NZ_CP040530.1	1997748	1999013	-	1266	NA	118	6	5	8	10	6	20	4	38	24
gene-FE838_RS07610	NZ_CP040530.1	1999270	2000304	-	1035	NA	59	5	3	5	1	8	185	6	298	114
gene-FE838_RS07615	NZ_CP040530.1	2000348	2001016	-	669	NA	19	2	0	4	1	3	69	0	126	45
gene-FE838_RS07620	NZ_CP040530.1	2001060	2001947	-	888	NA	23	4	1	2	1	16	93	2	149	73
gene-FE838_RS07625	NZ_CP040530.1	2001970	2002536	-	567	NA	14	0	0	5	0	2	80	3	114	55
gene-FE838_RS07630	NZ_CP040530.1	2002523	2003110	-	588	NA	49	1	0	7	2	10	205	4	275	119
gene-FE838_RS07635	NZ_CP040530.1	2003168	2004793	-	1626	NA	122	3	3	4	2	29	509	12	734	284
gene-FE838_RS07640	NZ_CP040530.1	2004826	2006334	-	1509	NA	60	0	2	1	5	10	169	2	276	138
gene-FE838_RS07645	NZ_CP040530.1	2006327	2007562	-	1236	NA	35	1	2	4	1	8	103	3	176	86
gene-FE838_RS07650	NZ_CP040530.1	2007567	2010380	-	2814	NA	66	2	1	3	7	10	306	8	352	215
gene-FE838_RS07655	NZ_CP040530.1	2011251	2012144	-	894	NA	60	9	6	33	3	2	8	1	15	10
gene-FE838_RS07660	NZ_CP040530.1	2012177	2012539	-	363	NA	28	2	5	21	5	3	3	2	10	4
gene-FE838_RS07665	NZ_CP040530.1	2012737	2013744	-	1008	NA	1625	209	140	477	311	75	172	56	301	190
gene-FE838_RS07670	NZ_CP040530.1	2013812	2015551	-	1740	NA	536	164	133	214	212	79	152	22	133	169
gene-FE838_RS07675	NZ_CP040530.1	2015736	2017871	+	2136	NA	745	243	133	328	266	79	142	40	158	172
gene-FE838_RS07680	NZ_CP040530.1	2017871	2018587	+	717	NA	177	54	27	59	51	21	32	12	39	45
gene-FE838_RS07685	NZ_CP040530.1	2018597	2019253	+	657	NA	238	76	37	84	90	27	56	11	54	59
gene-FE838_RS07690	NZ_CP040530.1	2019456	2020385	-	930	NA	56	7	5	13	13	4	3	0	15	13
gene-FE838_RS07695	NZ_CP040530.1	2020385	2021755	-	1371	NA	554	90	73	229	185	23	38	13	108	71
gene-FE838_RS07700	NZ_CP040530.1	2021859	2022251	+	393	NA	306	49	49	195	130	20	26	7	30	46
gene-FE838_RS07705	NZ_CP040530.1	2022405	2023703	-	1299	NA	617	121	79	152	127	42	101	19	121	120
gene-FE838_RS07710	NZ_CP040530.1	2023778	2025793	-	2016	NA	362	78	75	133	141	35	84	16	112	96
gene-FE838_RS07715	NZ_CP040530.1	2025921	2026784	+	864	folP	394	102	62	141	150	42	86	13	137	124
gene-FE838_RS07720	NZ_CP040530.1	2026859	2027623	+	765	cdaA	267	45	34	102	96	27	38	19	90	80
gene-FE838_RS07725	NZ_CP040530.1	2027642	2029183	+	1542	NA	1036	394	315	586	555	92	239	46	437	419
gene-FE838_RS07730	NZ_CP040530.1	2029215	2030534	+	1320	NA	1077	550	404	736	727	93	222	39	494	419
gene-FE838_RS07735	NZ_CP040530.1	2030828	2031388	+	561	NA	26	4	6	10	6	1	0	0	10	2
gene-FE838_RS07740	NZ_CP040530.1	2031396	2032427	+	1032	NA	8	4	9	10	5	3	0	0	7	5
gene-FE838_RS07745	NZ_CP040530.1	2032456	2033244	+	789	NA	9	11	6	4	5	0	1	0	8	8
gene-FE838_RS07750	NZ_CP040530.1	2033282	2033848	+	567	NA	12	3	14	13	8	0	2	0	9	5
gene-FE838_RS07755	NZ_CP040530.1	2034146	2036482	+	2337	NA	1712	514	356	591	434	32	75	18	179	83
gene-FE838_RS07760	NZ_CP040530.1	2036553	2037524	+	972	NA	517	207	133	176	175	13	25	10	56	25
gene-FE838_RS07765	NZ_CP040530.1	2037566	2040001	+	2436	NA	570	294	130	309	187	20	40	17	90	50
gene-FE838_RS07770	NZ_CP040530.1	2040072	2042549	+	2478	NA	528	618	285	725	404	20	48	14	116	72
gene-FE838_RS07775	NZ_CP040530.1	2043457	2045925	-	2469	NA	135	93	71	171	127	3	14	3	36	35
gene-FE838_RS07780	NZ_CP040530.1	2046016	2048730	-	2715	NA	74	37	17	48	36	8	20	4	31	24
gene-FE838_RS07785	NZ_CP040530.1	2048958	2050901	+	1944	NA	597	209	108	195	167	15	49	10	50	43
gene-FE838_RS07790	NZ_CP040530.1	2051073	2052458	+	1386	NA	309	265	72	160	196	25	26	8	55	56
gene-FE838_RS07795	NZ_CP040530.1	2052558	2052719	+	162	NA	6	11	3	1	12	1	5	0	5	1
gene-FE838_RS07800	NZ_CP040530.1	2052662	2054074	+	1413	NA	102	89	21	54	56	10	9	6	32	13
gene-FE838_RS07805	NZ_CP040530.1	2054086	2056002	+	1917	NA	117	107	40	82	79	16	17	3	38	23
gene-FE838_RS07810	NZ_CP040530.1	2056121	2057764	+	1644	NA	232	391	153	224	263	52	46	5	84	93
gene-FE838_RS07815	NZ_CP040530.1	2057776	2058165	+	390	NA	92	188	78	194	267	17	33	1	32	68
gene-FE838_RS07820	NZ_CP040530.1	2058242	2059102	-	861	NA	11	10	8	11	23	4	9	2	9	11
gene-FE838_RS07825	NZ_CP040530.1	2059319	2060725	+	1407	NA	27	38	13	20	31	1	1	1	10	3
gene-FE838_RS07830	NZ_CP040530.1	2060758	2063865	+	3108	NA	17	76	22	41	35	3	4	2	2	15
gene-FE838_RS07835	NZ_CP040530.1	2063890	2065965	+	2076	NA	14	45	16	35	35	6	1	0	8	3
gene-FE838_RS07840	NZ_CP040530.1	2065997	2066956	+	960	NA	6	15	8	10	10	1	1	0	0	4
gene-FE838_RS07845	NZ_CP040530.1	2067072	2067923	+	852	NA	429	309	182	327	573	77	139	19	108	178
gene-FE838_RS07850	NZ_CP040530.1	2068052	2070058	-	2007	NA	301	93	60	116	113	10	18	4	64	32
gene-FE838_RS07855	NZ_CP040530.1	2070096	2071097	-	1002	NA	194	50	35	48	31	6	9	3	26	13
gene-FE838_RS07860	NZ_CP040530.1	2071309	2073069	+	1761	NA	106	13	8	13	8	4	4	2	15	7
gene-FE838_RS07865	NZ_CP040530.1	2073066	2075087	+	2022	NA	277	32	24	35	21	5	6	2	21	13
gene-FE838_RS07870	NZ_CP040530.1	2075321	2079466	+	4146	NA	101	29	20	32	43	8	11	1	10	9
gene-FE838_RS07875	NZ_CP040530.1	2080105	2081397	+	1293	NA	191	148	89	131	44	7	6	5	21	10
gene-FE838_RS07880	NZ_CP040530.1	2081418	2084519	+	3102	NA	300	546	286	443	116	21	13	14	71	26
gene-FE838_RS07885	NZ_CP040530.1	2084532	2086547	+	2016	NA	143	376	275	383	113	7	8	4	43	23
gene-FE838_RS07890	NZ_CP040530.1	2086569	2087456	+	888	NA	71	215	187	297	64	7	2	2	24	17
gene-FE838_RS07895	NZ_CP040530.1	2087749	2089644	+	1896	NA	398	164	109	217	70	7	17	5	49	35
gene-FE838_RS07900	NZ_CP040530.1	2089898	2090965	+	1068	NA	348	74	68	138	95	14	16	7	36	36
gene-FE838_RS07905	NZ_CP040530.1	2090969	2092264	+	1296	NA	419	64	57	104	57	20	22	8	45	39
gene-FE838_RS07910	NZ_CP040530.1	2092269	2093414	+	1146	NA	418	66	46	114	92	16	24	5	37	39
gene-FE838_RS07915	NZ_CP040530.1	2093397	2094416	-	1020	NA	242	32	27	51	61	51	67	9	48	54
gene-FE838_RS07920	NZ_CP040530.1	2094430	2095347	-	918	NA	282	66	33	83	128	76	103	10	66	65
gene-FE838_RS07925	NZ_CP040530.1	2095403	2096098	-	696	NA	198	15	16	29	17	17	24	6	44	18
gene-FE838_RS07930	NZ_CP040530.1	2096095	2096538	-	444	NA	119	13	13	23	20	31	20	0	32	22
gene-FE838_RS07935	NZ_CP040530.1	2096735	2097754	+	1020	pta	764	171	102	200	180	103	214	202	850	326
gene-FE838_RS07940	NZ_CP040530.1	2097783	2098982	+	1200	NA	1058	194	99	303	173	101	196	192	1009	367
gene-FE838_RS07945	NZ_CP040530.1	2099140	2100231	+	1092	NA	195	45	31	65	45	24	30	11	54	62
gene-FE838_RS07950	NZ_CP040530.1	2100243	2100938	+	696	radC	81	14	14	23	29	6	12	8	34	21
gene-FE838_RS07955	NZ_CP040530.1	2100986	2101297	+	312	NA	190	65	43	68	105	43	56	15	48	67
gene-FE838_RS07960	NZ_CP040530.1	2101344	2102108	+	765	NA	567	123	90	201	211	55	109	18	143	188
gene-FE838_RS07965	NZ_CP040530.1	2102249	2104327	-	2079	NA	1009	364	208	578	84	6	27	21	94	54
gene-FE838_RS07970	NZ_CP040530.1	2104437	2105894	-	1458	NA	5382	2733	1626	3570	656	42	132	82	470	219
gene-FE838_RS07975	NZ_CP040530.1	2105920	2107083	-	1164	NA	4236	2145	1224	2687	412	37	116	60	443	188
gene-FE838_RS07980	NZ_CP040530.1	2107118	2108773	-	1656	susD	5340	2553	1544	3288	630	43	166	104	630	261
gene-FE838_RS07985	NZ_CP040530.1	2108795	2111809	-	3015	NA	5964	3408	1874	3918	915	90	204	166	992	406
gene-FE838_RS07990	NZ_CP040530.1	2111964	2114180	-	2217	NA	4863	1685	1050	2398	946	73	229	159	935	385
gene-FE838_RS07995	NZ_CP040530.1	2114377	2116230	-	1854	NA	1119	185	123	243	75	26	93	97	351	71
gene-FE838_RS08000	NZ_CP040530.1	2116474	2118072	+	1599	NA	387	158	81	187	254	52	95	17	103	106
gene-FE838_RS08005	NZ_CP040530.1	2118528	2119412	-	885	NA	170	71	29	59	77	14	14	7	64	44
